user_id,stargazers_count,watchers_count,repo_id,language,forks_count,open_issues
7,3,3,90999145,Vim Script,0,0
7,6,6,919566,VimL,1,0
7,1,1,120140896,Elm,0,0
7,2,2,2622905,Ruby,1,0
17,4,4,58215,Ruby,0,0
17,1,1,17235047,Ruby,1,0
17,0,0,111990595,TypeScript,0,0
17,3,3,27188,Ruby,1,0
17,0,0,77002473,TypeScript,0,0
17,7,7,4429051,Objective-C,4,0
17,0,0,163696210,HTML,0,0
17,2,2,33222,Ruby,0,0
17,0,0,151773270,JavaScript,0,0
17,1,1,2524185,JavaScript,1,0
17,8,8,104453,Ruby,5,0
17,14,14,55015,Ruby,3,2
17,2,2,179406159,JavaScript,1,19
17,1,1,4981949,JavaScript,1,0
17,7,7,52435,JavaScript,2,0
17,3,3,83514508,Python,0,0
17,2,2,201387023,JavaScript,0,23
17,0,0,221825553,Jupyter Notebook,0,0
17,2,2,42790,JavaScript,1,0
17,3,3,79680,Ruby,0,0
17,0,0,83192655,JavaScript,0,0
17,0,0,58484007,JavaScript,1,0
17,72,72,29,JavaScript,21,1
17,0,0,91264763,Python,0,0
18,0,0,781544235,Shell,0,0
18,3,3,29316799,Go,1,0
18,17,17,205,Ruby,24,1
18,3,3,25402715,Shell,3,0
18,8,8,5745,Ruby,3,0
18,5,5,3791,Ruby,1,0
18,3,3,603825,Ruby,1,0
18,10,10,206,Ruby,15,1
18,2,2,35103111,Shell,1,0
18,3,3,32540504,Ruby,0,0
18,2,2,40715713,Shell,2,0
18,2,2,31613835,Ruby,2,0
18,4,4,2073720,Ruby,0,0
18,3,3,17672315,Go,1,0
18,2,2,21912506,Go,1,0
18,2,2,31297566,Shell,2,0
18,2,2,21245953,Go,5,1
18,4,4,4071025,Ruby,1,0
18,222,222,237376,Ruby,24,0
19,2,2,4588940,Ruby,1,1
19,1,1,6974758,Ruby,1,0
19,0,0,11237765,Ruby,1,0
19,141,141,202941,Ruby,14,2
19,2,2,1465039,Ruby,0,0
19,14,14,341498,Ruby,2,0
19,1,1,43925066,HCL,1,0
19,3,3,670928,Ruby,1,0
19,3,3,2730563,Ruby,0,0
19,2,2,4915257,Ruby,0,0
19,1,1,11237438,Ruby,1,0
19,1,1,44581060,Shell,1,0
19,1,1,17929768,Shell,0,0
19,1,1,11237550,Ruby,0,0
19,1,1,6833652,Ruby,2,0
19,1,1,14514622,Ruby,1,0
19,2,2,291857,Ruby,1,0
19,1,1,8261708,Ruby,1,0
19,6,6,89388,Ruby,1,0
19,2,2,4862783,Ruby,1,0
19,1,1,6708789,Ruby,0,0
19,2,2,4877742,Ruby,1,0
19,3,3,4877683,Ruby,0,0
19,2,2,3253993,Ruby,1,0
19,1,1,34124506,Python,2,1
19,2,2,453847,Ruby,1,0
19,2,2,6160232,Ruby,1,0
19,1,1,47726462,Ruby,1,0
20,0,0,434030863,Rust,0,0
20,1,1,317647158,Rust,0,0
20,1,1,314925801,Vim script,0,0
20,0,0,223032220,Python,0,0
20,0,0,313220843,Rust,0,0
20,7,7,96278,Io,1,0
20,1,1,12028377,Python,1,0
20,5,5,55214,Shell,1,0
20,63,63,21180,Ruby,3,1
20,0,0,747394394,Vim Script,0,0
20,0,0,236356395,Java,0,0
20,2,2,140227,JavaScript,1,0
20,6,6,305,Ruby,21,0
20,2,2,322514480,Rust,0,1
20,2,2,505016876,Rust,0,0
20,0,0,441818965,Ruby,0,0
20,1,1,11417037,Go,1,0
20,0,0,303763692,Python,3,1
20,5,5,97666,Io,1,0
20,2,2,1844547,Ruby,1,0
20,2,2,539685,C++,1,0
20,16,16,3969899,Python,12,1
20,2,2,1954084,Java,1,0
20,53,53,153976,Ruby,3,3
20,0,0,839981166,Rust,0,0
20,3,3,450576,Haskell,1,0
22,1,1,20005399,JavaScript,0,0
22,1,1,6603281,Ruby,1,0
22,6,6,551544,Ruby,0,0
22,4,4,212097,Ruby,1,0
22,1,1,8736610,Ruby,1,0
22,23,23,12608121,C,2,0
22,2,2,2640495,JavaScript,0,0
22,2,2,265153,Ruby,0,0
22,1,1,18243904,Ruby,1,0
22,0,0,154888792,Rust,0,0
22,51,51,377,CSS,9,1
22,3,3,217626,Ruby,1,0
22,2,2,4847140,C,0,0
22,8,8,59438,Ruby,10,0
22,0,0,626995119,Rust,0,0
22,3,3,18455,Ruby,1,0
22,102,102,97394,Java,10,0
22,0,0,504948468,Ruby,0,0
22,3,3,866,Ruby,2,0
22,4,4,3202538,Ruby,1,0
22,22,22,386983,Ruby,6,0
22,776,776,44709583,Lua,347,26
22,23,23,75564576,Ruby,3,1
22,4,4,473972,JavaScript,0,0
23,2,2,1340328,JavaScript,1,0
23,2,2,52129238,JavaScript,1,0
23,2,2,696175,JavaScript,1,0
23,4,4,12777,Ruby,1,0
23,2,2,730019,JavaScript,1,0
23,1,1,11516896,JavaScript,1,0
23,2,2,494173,JavaScript,1,0
23,7,7,45642,JavaScript,4,2
23,2,2,136044,Ruby,1,0
23,1,1,27650176,JavaScript,1,0
23,3,3,3022566,Ruby,1,0
23,2,2,109243,JavaScript,1,0
23,2,2,50206681,Ruby,1,0
23,2,2,39090,JavaScript,0,0
23,1,1,7292051,JavaScript,1,1
23,2,2,503213,JavaScript,1,0
23,2,2,2535600,JavaScript,1,0
23,1,1,5515698,Ruby,1,0
25,3,3,234451329,JavaScript,0,13
25,11,11,137798,Objective-C,3,0
25,3,3,1615857,JavaScript,1,0
25,1,1,136747284,JavaScript,0,0
25,1,1,51460686,Shell,0,0
25,2,2,118284781,Jupyter Notebook,0,0
25,4,4,7313553,JavaScript,2,1
25,0,0,425607829,HTML,0,0
25,1,1,441805819,Ruby,0,0
25,1,1,270869210,JavaScript,0,5
25,1,1,66773693,JavaScript,0,0
25,0,0,144359336,JavaScript,0,0
25,1,1,38092994,JavaScript,0,0
25,1,1,13907055,Shell,1,0
25,2,2,14038218,Ruby,0,0
25,0,0,312407642,HTML,0,0
25,1,1,30319091,JavaScript,0,0
25,1,1,131945394,Shell,0,0
25,1,1,89715259,Python,0,0
25,1,1,40424533,Makefile,0,0
25,15,15,120890,Objective-C,2,0
25,1,1,67446443,JavaScript,0,0
25,2,2,1988700,Ruby,0,0
25,7,7,232838,Objective-C,1,0
25,1,1,42401888,Makefile,0,0
25,1,1,467221268,JavaScript,0,0
25,4,4,20005691,Ruby,4,0
25,3,3,36240566,JavaScript,0,0
25,0,0,707734766,JavaScript,0,0
26,69,69,24363,Ruby,24,3
26,51,51,52452,Ruby,10,2
26,2,2,1441793,Ruby,1,0
26,367,367,74011,Ruby,94,2
26,65,65,323654,Objective-J,6,0
26,4,4,665476,Objective-C,1,0
26,1,1,11537130,Ruby,1,0
26,0,0,488826620,Go,0,0
26,2,2,3642919,JavaScript,1,0
26,5,5,3802284,JavaScript,3,1
26,0,0,135780120,JavaScript,0,0
26,2,2,3542282,CoffeeScript,1,0
26,1,1,104242308,Go,0,0
26,5,5,3435773,JavaScript,1,0
26,0,0,321865049,R,0,0
26,0,0,175087970,Go,0,0
26,16,16,95217,Ruby,1,0
26,62,62,14278,Ruby,25,0
26,1366,1366,3542,Ruby,239,20
26,1,1,15156031,JavaScript,1,1
26,0,0,199473611,JavaScript,0,0
26,3,3,1211486,JavaScript,1,0
27,1,1,427843676,JavaScript,1,0
27,0,0,425573089,JavaScript,0,0
27,2,2,410377895,HTML,0,0
27,1,1,423865892,JavaScript,0,0
27,1,1,448180051,JavaScript,0,0
27,0,0,562315558,Python,0,2
27,0,0,828352791,JavaScript,0,0
27,0,0,827021845,HTML,0,0
27,1,1,5309981,Python,0,0
27,0,0,5333218,JavaScript,1,0
27,0,0,467253022,TypeScript,0,0
27,0,0,468479358,TypeScript,0,0
27,1,1,467668508,JavaScript,0,0
27,1,1,205897834,JavaScript,0,0
27,5,5,326479,Ruby,4,0
27,2,2,38046,Ruby,2,0
27,2,2,270437,Python,1,0
27,17,17,325175,JavaScript,8,0
27,2,2,28357,JavaScript,2,0
27,5,5,484808,JavaScript,14,0
27,1,1,5954569,Python,1,0
27,1,1,818465691,Python,0,0
27,1,1,543877178,Python,0,5
28,0,0,831329280,JavaScript,0,0
28,6,6,3664937,C#,2,2
29,0,0,157126519,Python,1,0
29,0,0,122422894,Jupyter Notebook,0,0
29,0,0,185886446,Python,2,0
29,1,1,144174773,Python,17,1
29,1,1,68656631,HTML,0,0
29,1,1,96162235,Python,0,0
29,27,27,83268783,Python,15,1
29,2,2,121461073,Python,2,0
29,1,1,176216422,Python,0,0
29,0,0,123208437,Python,0,0
29,5,5,197223017,Python,5,0
29,2,2,160370208,Python,16,1
29,1,1,100407582,Python,1,0
29,3,3,87006564,Python,0,0
29,2,2,68656770,HTML,0,0
29,3,3,26488,Ruby,3,0
29,2342,2342,41762759,Jupyter Notebook,1166,13
29,0,0,159767981,Python,0,0
29,26,26,688163302,Jupyter Notebook,2,1
29,5,5,802435442,Python,2,0
29,2,2,158044753,Python,3,0
29,0,0,124601822,JavaScript,1,0
29,1,1,188740973,Python,0,0
29,176,176,65312129,Python,53,5
29,5,5,120672537,Python,10,0
29,3,3,199306055,Python,2,0
31,0,0,573025673,Ruby,0,0
31,2,2,809295,Ruby,1,0
31,1,1,78560246,Ruby,0,0
31,1,1,73728332,JavaScript,0,0
31,2,2,224303,JavaScript,1,0
31,5,5,899684,Ruby,1,0
31,2,2,743962,Ruby,1,0
31,1,1,26211418,JavaScript,1,0
31,25,25,326380187,Ruby,0,0
31,2,2,1757196,Ruby,5,0
31,1,1,61484858,Ruby,0,0
31,2,2,169862,Ruby,0,0
31,3,3,159115,Ruby,1,0
31,7,7,497353,JavaScript,1,0
31,2,2,1756388,Ruby,1,0
31,0,0,142287916,Ruby,0,0
31,3,3,16546,Emacs Lisp,2,0
31,65,65,3349,Emacs Lisp,45,1
31,4,4,93934,Emacs Lisp,2,0
31,4,4,232854,Ruby,1,0
31,1,1,54021366,HTML,1,0
31,1,1,119073678,CSS,0,0
31,3,3,356864,Ruby,1,0
31,2,2,145164,Ruby,1,0
31,4,4,27450,Ruby,2,0
31,1,1,12922125,Ruby,0,0
31,1,1,34382623,Ruby,0,0
34,0,0,198945371,HTML,0,0
34,0,0,277342568,Dockerfile,0,0
34,0,0,277706464,C,0,0
34,2,2,9034421,Ruby,3,0
35,57,57,158012,Java,7,5
35,1,1,7061104,Java,1,0
35,3,3,4874487,JavaScript,1,0
35,0,0,145473490,Java,0,0
35,4,4,3228501,JavaScript,2,0
35,1,1,10824057,Python,1,0
35,1,1,8604512,HTML,1,0
35,0,0,816411777,Ruby,0,0
35,0,0,846860986,Go,0,0
35,1,1,8590299,Haskell,1,0
35,2,2,3027468,Lua,1,0
35,0,0,848584841,Python,0,0
35,0,0,15909592,Go,2,0
35,1,1,29353227,Go,1,0
35,5,5,15910193,JavaScript,1,0
35,4,4,96668,Ruby,1,0
35,0,0,57337479,Java,1,0
35,2,2,3777667,Ruby,0,0
35,1,1,59033287,Ruby,0,0
35,16,16,14959311,Ruby,4,2
35,1,1,8318230,CoffeeScript,1,0
35,1,1,32349803,Go,1,0
35,3,3,95347,HTML,1,0
36,7,7,4741,Arc,2,0
36,1,1,597868161,PowerShell,0,0
36,0,0,351153458,JavaScript,0,0
36,0,0,6216245,Haskell,1,0
36,3,3,788,Ruby,2,0
36,5,5,14704,Ruby,2,0
36,1,1,1758179,Scala,1,0
36,1,1,15885925,Clojure,1,0
36,2,2,4706137,Clojure,1,0
36,48,48,583866,Clojure,191,3
36,12,12,1758177,Clojure,3,0
36,2,2,4009922,Haskell,1,0
36,1,1,12910511,JavaScript,0,0
36,2,2,490050,Emacs Lisp,1,0
36,3,3,32807,Erlang,1,0
36,5,5,2451043,Emacs Lisp,3,3
36,2,2,1166223,Emacs Lisp,1,0
36,1,1,16970834,Java,2,1
36,6,6,4711,Ruby,1,0
36,6,6,1592,Scheme,6,0
36,1,1,2335294,Haskell,1,0
36,12,12,402455,Clojure,1,0
36,0,0,520704392,Java,0,0
36,3,3,2326829,Haskell,1,0
36,272,272,14187,Erlang,23,3
37,7,7,890204,Ruby,3,0
37,43,43,7360,Ruby,3,0
37,2,2,3835254,Ruby,2,0
37,302,302,37432,Ruby,46,5
37,97,97,1148416,Ruby,16,4
37,0,0,5391496,Erlang,1,0
37,98,98,6388,Ruby,20,3
37,61,61,52036,Ruby,8,0
37,2,2,2344417,Java,1,0
37,1,1,290509,Ruby,2,0
37,2,2,288790,Ruby,1,0
37,3,3,637670,Scala,2,0
37,2,2,351829,Ruby,2,0
37,41,41,116198,Ruby,7,0
37,2,2,897376,Ruby,2,0
37,48,48,242688,Ruby,2,0
37,11,11,320164,Ruby,3,0
37,3,3,108910,Ruby,1,0
37,1,1,328474,Ruby,2,0
37,312,312,781384,Ruby,11,2
37,2,2,73214,Ruby,3,0
37,6,6,270028,Ruby,2,0
37,1,1,228669,Ruby,2,0
37,17,17,71308,VimL,4,0
37,54,54,74,Ruby,44,2
37,1,1,5546553,JavaScript,1,0
37,5,5,4786007,Erlang,2,1
37,1,1,5070745,Erlang,2,0
37,1,1,5011729,Erlang,2,0
38,1,1,16522907,Java,2,0
38,6,6,127067,Ruby,2,0
38,3,3,125749187,CSS,0,9
38,4,4,13460813,Ruby,4,0
38,34,34,91967,HTML,56,2
38,1,1,2267489,JavaScript,2,0
38,1,1,465440,Ruby,2,0
38,4,4,99978,Ruby,1,0
38,5,5,28524039,Lua,4,0
38,1,1,20266141,Perl,1,0
38,2,2,965388,Ruby,0,0
38,2,2,898130,Ruby,1,0
38,5,5,7322777,C++,2,0
38,1802,1802,1076534,CoffeeScript,370,25
38,2,2,9332126,Ruby,2,0
38,7,7,1167358,Ruby,2,0
38,2,2,6133028,Ruby,1,0
38,3,3,825471,Ruby,1,0
38,10,10,681112,Ruby,2,0
38,4,4,876168,Ruby,1,0
38,2,2,855243,JavaScript,1,0
38,3,3,857722,JavaScript,1,0
38,1,1,51234462,Go,1,0
38,1,1,8791758,Ruby,0,0
38,1,1,8656086,Python,0,0
38,3,3,27801314,Objective-C,1,0
38,12,12,29575,Ruby,3,0
38,2,2,4644280,Ruby,1,0
45,2,2,2367236,Objective-C,1,0
45,1,1,36765316,JavaScript,1,0
45,2,2,78781538,HTML,0,0
45,20,20,76239,Ruby,2,0
45,1,1,150924684,Go,0,0
45,4,4,154824,Ruby,1,0
45,3,3,80044,Ruby,1,0
45,6,6,1243715,Objective-C,1,0
45,1,1,129167197,Shell,0,0
45,1,1,80053204,Python,0,0
45,4,4,144009,Ruby,1,0
45,1,1,131043777,JavaScript,0,0
45,1,1,111745101,JavaScript,0,0
45,1,1,69443426,Python,0,0
45,1,1,181801207,JavaScript,0,0
45,1,1,8688853,JavaScript,2,1
45,2,2,27455700,JavaScript,1,0
45,1,1,28829483,JavaScript,1,0
45,1,1,46544249,JavaScript,1,0
45,1,1,9084255,Python,1,0
45,3,3,54485823,JavaScript,1,0
45,1,1,88789715,Python,0,0
45,1,1,189308035,JavaScript,0,0
45,1,1,7740041,C,1,0
45,1,1,12741447,JavaScript,1,0
45,1,1,43019887,JavaScript,1,0
46,1,1,291873,Ruby,2,0
46,4,4,66670,Ruby,1,0
46,141,141,1107816,Go,39,6
46,3,3,5322,Ruby,1,0
46,26,26,2968891,Go,9,2
46,2,2,3643809,Go,2,0
46,73,73,5455390,Go,26,5
46,2,2,363872,Ruby,1,0
46,1,1,293810,Ruby,1,0
46,14,14,162965,Ruby,1,0
46,0,0,815787876,Go,0,0
46,0,0,698309448,Go,0,0
46,4,4,7650,Ruby,2,0
46,2,2,12134,Ruby,1,0
46,3,3,114683,Ruby,1,0
46,2,2,211151,Ruby,1,0
46,1,1,363867,Ruby,1,0
46,2,2,116960,Ruby,1,0
46,0,0,18283532,Go,1,0
46,1,1,260057,Ruby,1,0
46,2,2,188828,Ruby,0,0
46,0,0,17471127,Go,1,0
46,0,0,454670962,Go,0,0
46,4,4,436280,Ruby,5,0
46,1,1,1731015,Go,1,0
46,5,5,1633964,Go,1,0
46,2,2,218666,Objective-C,1,0
46,12,12,1399159,Ruby,1,0
46,2,2,393584,Ruby,1,0
47,9,9,267617642,JavaScript,1,0
47,5,5,476509,Ruby,0,0
47,28,28,37894188,JavaScript,12,7
47,3,3,37954266,Groovy,5,2
47,66,66,19348669,Shell,3,2
47,1,1,66203040,Python,0,0
47,1,1,95135527,C++,0,0
47,1,1,51563198,Ruby,1,1
47,2,2,223120,Ruby,1,0
47,4,4,2563,Ruby,1,0
47,3,3,2399108,Ruby,0,0
47,1,1,60718979,Shell,0,0
47,2,2,493687,Ruby,1,0
47,18,18,539055,Ruby,4,2
47,42,42,339,Ruby,36,2
47,2,2,697462,Ruby,1,0
47,1,1,540009167,Python,0,0
47,3,3,1837664,Ruby,0,0
47,9,9,675189,Ruby,10,1
47,2,2,603969,Ruby,1,0
47,12,12,709776,Ruby,1,0
47,8,8,710239,Ruby,0,0
47,6,6,1055140,Ruby,3,0
48,20,20,2181,Ruby,16,0
48,4,4,68204,Shell,1,0
48,4,4,235583,Ruby,1,0
48,0,0,6631941,Ruby,1,0
48,15,15,196831,Ruby,2,0
48,0,0,589425302,TypeScript,0,0
48,15,15,70012,Ruby,2,0
48,0,0,638046678,TypeScript,0,0
48,1,1,638041587,TypeScript,0,0
48,170,170,2184,Ruby,39,2
48,0,0,394396669,JavaScript,0,0
49,10,10,213,Arc,24,0
49,30,30,307,Ruby,20,0
49,3,3,21093,Erlang,0,0
49,9,9,207077,Erlang,2,0
49,2,2,7310518,R,1,0
49,2,2,840329,Ruby,1,0
49,1,1,7297812,R,1,0
50,0,0,122758676,Emacs Lisp,0,0
50,0,0,12438440,Ruby,1,0
50,0,0,51152058,Ruby,5,0
50,2,2,15234645,Emacs Lisp,1,0
50,1,1,21664881,Emacs Lisp,1,0
50,1,1,453459,Shell,1,0
50,1,1,5007766,Ruby,1,0
50,1,1,23680763,Shell,1,0
50,0,0,18347159,Emacs Lisp,1,0
50,0,0,13708734,Emacs Lisp,1,0
50,0,0,7401731,JavaScript,0,0
50,1,1,251017,Ruby,1,0
50,1,1,2757392,CoffeeScript,0,0
50,1,1,2757416,CoffeeScript,0,0
50,0,0,70613908,C,0,0
50,1,1,395495,Ruby,1,0
50,13,13,726,Ruby,4,0
50,0,0,190240986,Shell,0,0
50,0,0,9782948,Ruby,0,0
50,0,0,9826036,Ruby,1,0
50,0,0,5666209,Ruby,1,0
50,0,0,14647487,Emacs Lisp,1,0
50,3,3,53331,Ruby,1,0
50,1,1,377474,Ruby,1,0
50,4,4,227861,Ruby,1,0
50,0,0,6134835,Ruby,1,0
51,0,0,36535615,C++,0,0
51,92,92,112361,JavaScript,7,1
51,0,0,12066331,C++,0,0
51,0,0,86486209,CoffeeScript,0,0
51,1,1,3276699,JavaScript,0,0
51,1,1,4627801,Java,0,0
51,0,0,6237186,JavaScript,0,0
51,0,0,10976544,CoffeeScript,0,0
51,0,0,120485851,Ruby,0,0
51,36,36,1379755,C++,6,1
51,0,0,5447904,JavaScript,0,0
51,18,18,1631612,JavaScript,7,0
51,1,1,12902123,JavaScript,0,0
51,0,0,12261383,JavaScript,0,0
51,0,0,12262652,Ruby,1,0
51,1,1,5695427,JavaScript,0,0
51,0,0,7022473,Python,0,0
51,0,0,83247477,Ruby,0,0
51,0,0,197667462,JavaScript,0,0
52,4,4,43190,Ruby,0,0
52,0,0,9338746,JavaScript,0,0
52,2,2,41408,Ruby,1,0
52,0,0,7948178,Ruby,0,0
52,1,1,220497,Ruby,1,0
52,1,1,4178680,Ruby,0,0
52,1,1,753930,Ruby,1,0
52,3,3,2357950,Shell,0,0
52,2,2,13089,Ruby,0,0
52,0,0,76611957,Ruby,0,0
52,1,1,65316364,Shell,0,0
52,0,0,8734993,JavaScript,0,0
52,0,0,19874475,Haskell,0,0
52,1,1,647381,Ruby,0,0
52,0,0,9015950,CoffeeScript,0,0
52,0,0,9156508,CoffeeScript,0,0
52,5,5,679618,Ruby,1,0
52,2,2,884437,PHP,1,0
52,3,3,2464450,Ruby,0,1
52,0,0,38273176,TeX,0,0
52,0,0,89172397,Agda,0,0
52,0,0,30936009,CSS,0,0
52,0,0,9120894,CoffeeScript,0,0
52,1,1,3036147,JavaScript,0,0
53,8,8,54096,Ruby,2,0
53,1,1,1228953,Ruby,0,0
53,7,7,170682,Ruby,1,0
53,1,1,817589710,Rust,0,0
53,0,0,25240690,Ruby,0,0
53,0,0,828380165,Shell,0,0
53,0,0,833381705,Ruby,0,0
53,1,1,1354005,Ruby,0,0
53,0,0,822761798,SCSS,1,0
53,5,5,177733,Ruby,0,0
53,0,0,75871346,Ruby,0,0
53,1,1,2271536,Ruby,0,0
53,1,1,733054,Shell,1,0
53,2,2,641100,Ruby,1,0
53,10,10,181272,Ruby,1,0
53,4,4,178698,Ruby,0,0
53,1,1,622969,Ruby,1,0
53,1,1,596619,Ruby,1,0
53,3,3,2991,Ruby,0,0
53,1,1,1276819,Ruby,0,0
53,1,1,814343072,Rust,0,0
53,1,1,1345287,Ruby,0,0
53,2,2,160338,Ruby,0,0
53,0,0,815340258,Ruby,0,0
53,0,0,813930990,Rust,0,0
53,0,0,76741425,Lua,0,0
53,3,3,15721,JavaScript,0,0
53,2,2,135610,Ruby,0,0
68,1,1,31114087,JavaScript,0,0
68,2,2,89535748,JavaScript,1,0
68,1,1,299419926,Jupyter Notebook,1,0
68,0,0,305933971,TypeScript,0,0
68,0,0,300121893,JavaScript,0,0
68,0,0,6522466,CSS,0,0
68,0,0,38635262,HTML,0,0
68,1,1,79787851,JavaScript,0,0
68,1,1,14643523,JavaScript,0,1
68,2,2,552006,JavaScript,0,1
68,0,0,90890833,JavaScript,0,0
68,0,0,69644476,Groovy,0,0
68,26,26,351,Ruby,30,1
69,0,0,94474978,Shell,0,0
69,0,0,83510725,Ruby,0,0
69,1,1,324825,Ruby,0,0
69,1,1,332709,Ruby,0,0
69,60,60,430,Ruby,15,0
69,20,20,326844,Ruby,2,0
69,1,1,326811,Ruby,0,0
69,1,1,306337,Ruby,1,0
69,0,0,404887754,Ruby,0,0
69,3,3,44850973,Shell,0,0
